,True_uninfected
7499,C226ThinF_IMG_20151112_131546_cell_172.png
7500,C112P73ThinF_IMG_20150930_131659_cell_125.png
7501,C120P81ThinF_IMG_20151002_130150_cell_65.png
7502,C83P44ThinF_IMG_20150817_134820_cell_100.png
7503,C229ThinF_IMG_20151112_144222_cell_200.png
7504,C48P9thinF_IMG_20150721_160406_cell_181.png
7505,C56P17thinF_IMG_20150728_160623_cell_90.png
7506,C181P142ThinF_IMG_20151127_160616_cell_123.png
7507,C169P130ThinF_IMG_20151119_143039_cell_182.png
7508,C108P69ThinF_IMG_20150924_225511_cell_160.png
7509,C104P65ThinF_IMG_20150918_172053_cell_114.png
7510,C205ThinF_IMG_20151106_151514_cell_12.png
7511,C47P8thinOriginalOlympusCX21_IMG_20150717_173432_cell_83.png
7512,C141P102ThinF_IMG_20151005_214338_cell_44.png
7513,C237ThinF_IMG_20151127_104748_cell_168.png
7514,C118P79ThinF_IMG_20151002_104831_cell_71.png
7515,C142P103ThinF_IMG_20151005_221931_cell_165.png
7516,C137P98ThinF_IMG_20151005_162010_cell_47.png
7517,C84P45ThinF_IMG_20150818_101226_cell_47.png
7518,C63P24N_ThinF_IMG_20150818_143423_cell_104.png
7519,C55P16thinF_IMG_20150728_123154_cell_81.png
7520,C154P115ThinF_IMG_20151115_141621_cell_153.png
7521,C210ThinF_IMG_20151029_162934_cell_177.png
7522,C132P93ThinF_IMG_20151004_151701_cell_60.png
7523,C134P95ThinF_IMG_20151005_121343_cell_64.png
7524,C64P25N_ThinF_IMG_20150818_152455_cell_22.png
7525,C152P113ThinF_IMG_20151115_123837_cell_99.png
7526,C120P81ThinF_IMG_20151002_130150_cell_23.png
7527,C6NThinF_IMG_20150609_122832_cell_87.png
7528,C33P1thinF_IMG_20150619_121503a_cell_72.png
7529,C108P69ThinF_IMG_20150924_225004_cell_39.png
7530,C214ThinF_IMG_20151106_115440_cell_61.png
7531,C47P8thinOriginalOlympusCX21_IMG_20150717_173432_cell_116.png
7532,C223ThinF_IMG_20151112_104240_cell_221.png
7533,C177P138NThinF_IMG_20151201_142846_cell_102.png
7534,C55P16thinF_IMG_20150728_123154_cell_135.png
7535,C222ThinF_IMG_20151115_150057_cell_62.png
7536,C162P123ThinF_IMG_20151116_102751_cell_18.png
7537,C1_thinF_IMG_20150604_104919_cell_157.png
7538,C71P32_ThinF_IMG_20150813_162016_cell_18.png
7539,C136P97ThinF_IMG_20151005_141946_cell_56.png
7540,C147P108ThinF_IMG_20151115_101156_cell_6.png
7541,C214ThinF_IMG_20151106_114526_cell_13.png
7542,C140P101ThinF_IMG_20151005_205406_cell_13.png
7543,C166P127ThinF_IMG_20151117_195030_cell_31.png
7544,C47P8thinOriginalOlympusCX21_IMG_20150717_173554_cell_54.png
7545,C185P146ThinF_IMG_20151203_110344_cell_158.png
7546,C47P8thin_Original_Motic_IMG_20150714_093636_cell_97.png
7547,C97P58ThinF_IMG_20150917_151512_cell_133.png
7548,C241NThinF_IMG_20151207_124358_cell_91.png
7549,C70P31_ThinF_IMG_20150819_141730_cell_48.png
7550,C87P48ThinF_IMG_20150820_141913_cell_64.png
7551,C114P75ThinF_IMG_20150930_150833_cell_34.png
7552,C119P80ThinF_IMG_20151002_123911_cell_70.png
7553,C107P68ThinF_IMG_20150924_222415_cell_164.png
7554,C182P143NThinF_IMG_20151201_172216_cell_126.png
7555,C225ThinF_IMG_20151112_113915_cell_90.png
7556,C50P11thinF_IMG_20150724_115749_cell_74.png
7557,C39P4thinF_original_IMG_20150622_105102_cell_43.png
7558,C208ThinF_IMG_20151029_155411_cell_46.png
7559,C238NThinF_IMG_20151207_114653_cell_120.png
7560,C47P8thin_Original_Motic_IMG_20150714_093512_cell_117.png
7561,C220ThinF_IMG_20151106_154510_cell_125.png
7562,C220ThinF_IMG_20151106_154339_cell_96.png
7563,C168P129ThinF_IMG_20151118_160845_cell_18.png
7564,C218ThinF_IMG_20151106_144228_cell_114.png
7565,C159P120ThinF_IMG_20151115_190421_cell_160.png
7566,C127P88ThinF_IMG_20151004_112004_cell_46.png
7567,C214ThinF_IMG_20151106_114526_cell_49.png
7568,C112P73ThinF_IMG_20150930_131516_cell_57.png
7569,C109P70ThinF_IMG_20150930_102716_cell_30.png
7570,C121P82ThinF_IMG_20151002_133739_cell_68.png
7571,C68P29N_ThinF_IMG_20150819_134326_cell_3.png
7572,C54P15thinF_IMG_20150728_102017_cell_149.png
7573,C165P126ThinF_IMG_20151117_172356_cell_85.png
7574,C204ThinF_IMG_20151029_110627_cell_275.png
7575,C180P141NThinF_IMG_20151201_163702_cell_47.png
7576,C175P136NThinF_IMG_20151127_142326_cell_150.png
7577,C58P19thinF_IMG_20150802_122520_cell_161.png
7578,C205ThinF_IMG_20151106_151622_cell_52.png
7579,C212ThinF_IMG_20151106_105834_cell_157.png
7580,C166P127ThinF_IMG_20151117_194932_cell_130.png
7581,C160P121ThinF_IMG_20151116_092925_cell_127.png
7582,C205ThinF_IMG_20151106_151711_cell_74.png
7583,C94P55ThinF_IMG_20150821_170249_cell_174.png
7584,C240ThinF_IMG_20151127_115306_cell_203.png
7585,C149P110ThinF_IMG_20151115_115154_cell_30.png
7586,C73P34_ThinF_IMG_20150815_111422_cell_134.png
7587,C184P145ThinF_IMG_20151203_103824_cell_49.png
7588,C117P78ThinF_IMG_20150930_214511_cell_62.png
7589,C55P16thinF_IMG_20150728_123237_cell_85.png
7590,C188P149ThinF_IMG_20151203_135433_cell_27.png
7591,C205ThinF_IMG_20151106_151800_cell_134.png
7592,C235ThinF_IMG_20151112_164834_cell_259.png
7593,C79P40ThinF_IMG_20150817_104919_cell_67.png
7594,C66P27N_ThinF_IMG_20150818_164754_cell_85.png
7595,C167P128ReThinF_IMG_20151201_105707_cell_61.png
7596,C206ThinF_IMG_20151029_141047_cell_50.png
7597,C213ThinF_IMG_20151106_112422_cell_215.png
7598,C136P97ThinF_IMG_20151005_143329_cell_26.png
7599,C135P96ThinF_IMG_20151005_123857_cell_101.png
7600,C184P145ThinF_IMG_20151203_102543_cell_13.png
7601,C240ThinF_IMG_20151127_115223_cell_9.png
7602,C85P46ThinF_IMG_20150820_110143_cell_111.png
7603,C64P25N_ThinF_IMG_20150818_153517_cell_76.png
7604,C84P45ThinF_IMG_20150818_102325_cell_6.png
7605,C159P120ThinF_IMG_20151115_190812_cell_3.png
7606,C232ThinF_IMG_20151112_154424_cell_4.png
7607,C188P149ThinF_IMG_20151203_134419_cell_66.png
7608,C150P111ThinF_IMG_20151115_115805_cell_20.png
7609,C33P1thinF_IMG_20150619_114756a_cell_81.png
7610,C127P88ThinF_IMG_20151004_112418_cell_4.png
7611,C129P90ThinF_IMG_20151004_134306_cell_7.png
7612,C145P106ThinF_IMG_20151016_154921_cell_68.png
7613,C238NThinF_IMG_20151207_114345_cell_55.png
7614,C167P128ReThinF_IMG_20151201_105559_cell_165.png
7615,C188P149ThinF_IMG_20151203_134449_cell_21.png
7616,C71P32_ThinF_IMG_20150813_163120_cell_124.png
7617,C215ThinF_IMG_20151106_133043_cell_94.png
7618,C57P18thinF_IMG_20150729_110134_cell_80.png
7619,C92P53ThinF_IMG_20150821_151224_cell_99.png
7620,C125P86ThinF_IMG_20151004_102053_cell_135.png
7621,C240ThinF_IMG_20151127_115545_cell_174.png
7622,C4thin_original_IMG_20150608_170016_cell_83.png
7623,C223ThinF_IMG_20151112_104410_cell_30.png
7624,C239ThinF_IMG_20151127_113223_cell_123.png
7625,C121P82ThinF_IMG_20151002_133631_cell_43.png
7626,C236ThinF_IMG_20151127_102635_cell_46.png
7627,C139P100ThinF_IMG_20151005_183601_cell_62.png
7628,C161P122ThinF_IMG_20151116_100840_cell_46.png
7629,C47P8thin_Original_Motic_IMG_20150714_093512_cell_149.png
7630,C179P140ThinF_IMG_20151127_153436_cell_96.png
7631,C131P92ThinF_IMG_20151004_145410_cell_57.png
7632,C137P98ThinF_IMG_20151005_155444_cell_75.png
7633,C93P54ThinF_IMG_20150821_163640_cell_31.png
7634,C224ThinF_IMG_20151112_112334_cell_108.png
7635,C102P63ThinF_IMG_20150918_162300_cell_111.png
7636,C179P140ThinF_IMG_20151127_153453_cell_170.png
7637,C49P10thinF_IMG_20150724_103233_cell_105.png
7638,C220ThinF_IMG_20151106_153947_cell_231.png
7639,C4thin_original_IMG_20150608_170016_cell_218.png
7640,C50P11thinF_IMG_20150724_115749_cell_73.png
7641,C114P75ThinF_IMG_20150930_150013_cell_68.png
7642,C127P88ThinF_IMG_20151004_112301_cell_30.png
7643,C37BP2_thinF_IMG_20150620_133111a_cell_16.png
7644,C125P86ThinF_IMG_20151004_102619_cell_35.png
7645,C158P119ThinF_IMG_20151115_183157_cell_112.png
7646,C166P127ThinF_IMG_20151117_193235_cell_95.png
7647,C237ThinF_IMG_20151127_104954_cell_25.png
7648,C98P59ThinF_IMG_20150917_154235_cell_86.png
7649,C168P129ThinF_IMG_20151118_154126_cell_125.png
7650,C92P53ThinF_IMG_20150821_151646_cell_32.png
7651,C184P145ThinF_IMG_20151203_103114_cell_16.png
7652,C185P146ThinF_IMG_20151203_110933_cell_55.png
7653,C96P57ThinF_IMG_20150824_105531_cell_71.png
7654,C230ThinF_IMG_20151112_150647_cell_9.png
7655,C46P7ThinF_IMG_20151130_210309_cell_1.png
7656,C56P17thinF_IMG_20150728_155921_cell_12.png
7657,C39P4thinF_original_IMG_20150622_105253_cell_61.png
7658,C109P70ThinF_IMG_20150930_103811_cell_114.png
7659,C98P59ThinF_IMG_20150917_154452_cell_144.png
7660,C124P85ThinF_IMG_20151002_154808_cell_26.png
7661,C92P53ThinF_IMG_20150821_150457_cell_126.png
7662,C164P125ThinF_IMG_20151116_115650_cell_12.png
7663,C98P59ThinF_IMG_20150917_153938_cell_170.png
7664,C86P47ThinF_IMG_20150820_124943_cell_3.png
7665,C142P103ThinF_IMG_20151005_223257_cell_119.png
7666,C92P53ThinF_IMG_20150821_151646_cell_3.png
7667,C187P148NThinF_IMG_20151203_152841_cell_139.png
7668,C237ThinF_IMG_20151127_104748_cell_88.png
7669,C173P134NThinF_IMG_20151130_115339_cell_232.png
7670,C212ThinF_IMG_20151106_105437_cell_183.png
7671,C183P144NThinF_IMG_20151201_222119_cell_122.png
7672,C6NThinF_IMG_20150609_122327_cell_80.png
7673,C166P127ThinF_IMG_20151117_194147_cell_97.png
7674,C57P18thinF_IMG_20150729_110134_cell_138.png
7675,C6NThinF_IMG_20150609_122725_cell_184.png
7676,C110P71ThinF_IMG_20150930_105319_cell_37.png
7677,C85P46ThinF_IMG_20150820_105154_cell_62.png
7678,C239ThinF_IMG_20151127_113150_cell_17.png
7679,C112P73ThinF_IMG_20150930_131659_cell_190.png
7680,C33P1thinF_IMG_20150619_121411a_cell_102.png
7681,C52P13thinF_IMG_20150725_124606_cell_55.png
7682,C85P46ThinF_IMG_20150820_105154_cell_36.png
7683,C223ThinF_IMG_20151112_103809_cell_157.png
7684,C203ThinF_IMG_20151029_104112_cell_28.png
7685,C179P140ThinF_IMG_20151127_153819_cell_97.png
7686,C233ThinF_IMG_20151112_160635_cell_216.png
7687,C59P20thinF_IMG_20150803_111244_cell_32.png
7688,C118P79ThinF_IMG_20151002_105125_cell_75.png
7689,C163P124ThinF_IMG_20151116_110818_cell_186.png
7690,C136P97ThinF_IMG_20151005_141946_cell_76.png
7691,C186P147NThinF_IMG_20151203_150222_cell_14.png
7692,C64P25N_ThinF_IMG_20150818_152613_cell_165.png
7693,C120P81ThinF_IMG_20151002_130918_cell_45.png
7694,C144P105ThinF_IMG_20151015_155149_cell_196.png
7695,C226ThinF_IMG_20151112_131731_cell_40.png
7696,C131P92ThinF_IMG_20151004_150208_cell_112.png
7697,C109P70ThinF_IMG_20150930_102944_cell_155.png
7698,C235ThinF_IMG_20151112_164918_cell_188.png
7699,C33P1thinF_IMG_20150619_121102a_cell_176.png
7700,C51AP12thinF_IMG_20150724_155947_cell_5.png
7701,C125P86ThinF_IMG_20151004_102013_cell_37.png
7702,C205ThinF_IMG_20151106_151622_cell_201.png
7703,C222ThinF_IMG_20151115_151211_cell_184.png
7704,C202ThinF_IMG_20151015_152200_cell_174.png
7705,C134P95ThinF_IMG_20151005_121343_cell_83.png
7706,C54P15thinF_IMG_20150728_105949_cell_205.png
7707,C221ThinF_IMG_20151106_160022_cell_76.png
7708,C12NThinF_IMG_20150614_125703_cell_3.png
7709,C153P114ThinF_IMG_20151115_135911_cell_94.png
7710,C89P50ThinF_IMG_20150820_162300_cell_82.png
7711,C66P27N_ThinF_IMG_20150818_164408_cell_122.png
7712,C59P20thinF_IMG_20150803_112733_cell_72.png
7713,C77P38ThinF_IMG_20150602_111510_cell_25.png
7714,C171P132ThinF_IMG_20151119_153150_cell_73.png
7715,C108P69ThinF_IMG_20150924_224038_cell_174.png
7716,C96P57ThinF_IMG_20150824_112442_cell_180.png
7717,C140P101ThinF_IMG_20151005_210309_cell_136.png
7718,C110P71ThinF_IMG_20150930_105729_cell_206.png
7719,C88P49ThinF_IMG_20150820_150724_cell_163.png
7720,C12NThinF_IMG_20150614_124212_cell_213.png
7721,C80P41ThinF_IMG_20150817_110608_cell_108.png
7722,C130P91ThinF_IMG_20151004_141428_cell_72.png
7723,C1_thinF_IMG_20150604_104919_cell_163.png
7724,C209ThinF_IMG_20151029_160721_cell_237.png
7725,C229ThinF_IMG_20151112_144652_cell_115.png
7726,C2NThinF_IMG_20150604_115238_cell_126.png
7727,C148P109ThinF_IMG_20151115_112333_cell_159.png
7728,C185P146ThinF_IMG_20151203_110817_cell_53.png
7729,C50P11thinF_IMG_20150724_115651_cell_92.png
7730,C117P78ThinF_IMG_20150930_221927_cell_70.png
7731,C6NThinF_IMG_20150609_122547_cell_101.png
7732,C134P95ThinF_IMG_20151005_122552_cell_103.png
7733,C158P119ThinF_IMG_20151115_181859_cell_100.png
7734,C93P54ThinF_IMG_20150821_162641_cell_102.png
7735,C202ThinF_IMG_20151015_152333_cell_243.png
7736,C207ThinF_IMG_20151029_144033_cell_89.png
7737,C38P3thinF_original_IMG_20150621_112227_cell_182.png
7738,C92P53ThinF_IMG_20150821_150718_cell_155.png
7739,C164P125ThinF_IMG_20151116_115149_cell_33.png
7740,C4thin_original_IMG_20150608_170016_cell_46.png
7741,C128P89ThinF_IMG_20151004_131632_cell_38.png
7742,C184P145ThinF_IMG_20151203_103326_cell_60.png
7743,C238NThinF_IMG_20151207_114914_cell_26.png
7744,C170P131ThinF_IMG_20151119_120233_cell_85.png
7745,C146P107ThinF_IMG_20151018_140342_cell_147.png
7746,C239ThinF_IMG_20151127_113253_cell_148.png
7747,C97P58ThinF_IMG_20150917_152032_cell_93.png
7748,C88P49ThinF_IMG_20150820_152521_cell_88.png
7749,C47P8thinOriginalOlympusCX21_IMG_20150717_174222_cell_152.png
7750,C93P54ThinF_IMG_20150821_163640_cell_155.png
7751,C168P129ThinF_IMG_20151118_153739_cell_15.png
7752,C38P3thinF_original_IMG_20150621_112116_cell_48.png
7753,C123P84ThinF_IMG_20151002_151851_cell_162.png
7754,C224ThinF_IMG_20151112_112834_cell_36.png
7755,C241NThinF_IMG_20151207_124358_cell_119.png
7756,C137P98ThinF_IMG_20151005_155444_cell_45.png
7757,C50P11thinF_IMG_20150724_120716_cell_44.png
7758,C62P23N_ThinF_IMG_20150818_133307_cell_114.png
7759,C203ThinF_IMG_20151029_102123_cell_135.png
7760,C51AP12thinF_IMG_20150724_161126_cell_76.png
7761,C121P82ThinF_IMG_20151002_132926_cell_29.png
7762,C97P58ThinF_IMG_20150917_151551_cell_2.png
7763,C228ThinF_IMG_20151112_142109_cell_277.png
7764,C211ThinF_IMG_20151029_163959_cell_82.png
7765,C114P75ThinF_IMG_20150930_150555_cell_24.png
7766,C47P8thinOriginalOlympusCX21_IMG_20150717_174750_cell_141.png
7767,C47P8thin_Original_Motic_IMG_20150714_093512_cell_163.png
7768,C37BP2_thinF_IMG_20150620_132440a_cell_61.png
7769,C123P84ThinF_IMG_20151002_151432_cell_3.png
7770,C109P70ThinF_IMG_20150930_102716_cell_49.png
7771,C207ThinF_IMG_20151029_144152_cell_222.png
7772,C91P52ThinF_IMG_20150821_124504_cell_147.png
7773,C67P28N_ThinF_IMG_20150819_115417_cell_104.png
7774,C117P78ThinF_IMG_20150930_215322_cell_31.png
7775,C163P124ThinF_IMG_20151116_111742_cell_255.png
7776,C189P150ThinF_IMG_20151203_140902_cell_64.png
7777,C205ThinF_IMG_20151106_151622_cell_145.png
7778,C93P54ThinF_IMG_20150821_162901_cell_30.png
7779,C80P41ThinF_IMG_20150817_110608_cell_33.png
7780,C205ThinF_IMG_20151106_152003_cell_105.png
7781,C241NThinF_IMG_20151207_124240_cell_9.png
7782,C7NthinF_IMG_20150611_104753_cell_90.png
7783,C79P40ThinF_IMG_20150817_104745_cell_142.png
7784,C73P34_ThinF_IMG_20150815_111114_cell_100.png
7785,C141P102ThinF_IMG_20151005_215711_cell_40.png
7786,C120P81ThinF_IMG_20151002_130715_cell_139.png
7787,C118P79ThinF_IMG_20151002_105346_cell_27.png
7788,C1_thinF_IMG_20150604_104942_cell_185.png
7789,C231ThinF_IMG_20151112_152234_cell_194.png
7790,C174P135NThinF_IMG_20151127_135311_cell_41.png
7791,C134P95ThinF_IMG_20151005_121343_cell_106.png
7792,C187P148NThinF_IMG_20151203_153036_cell_85.png
7793,C37BP2_thinF_IMG_20150620_132847a_cell_75.png
7794,C221ThinF_IMG_20151106_160022_cell_35.png
7795,C114P75ThinF_IMG_20150930_150555_cell_78.png
7796,C45P6ThinF_IMG_20151130_155011_cell_123.png
7797,C180P141NThinF_IMG_20151201_164714_cell_42.png
7798,C204ThinF_IMG_20151029_112502_cell_131.png
7799,C149P110ThinF_IMG_20151115_115154_cell_216.png
7800,C203ThinF_IMG_20151029_110105_cell_219.png
7801,C135P96ThinF_IMG_20151005_124031_cell_144.png
7802,C85P46ThinF_IMG_20150820_105154_cell_25.png
7803,C12NThinF_IMG_20150614_124212_cell_138.png
7804,C110P71ThinF_IMG_20150930_105559_cell_185.png
7805,C111P72ThinF_IMG_20150930_113049_cell_2.png
7806,C75P36_ThinF_IMG_20150815_163015_cell_122.png
7807,C99P60ThinF_IMG_20150918_141129_cell_21.png
7808,C179P140ThinF_IMG_20151127_153436_cell_137.png
7809,C241NThinF_IMG_20151207_124030_cell_15.png
7810,C51AP12thinF_IMG_20150724_155947_cell_30.png
7811,C232ThinF_IMG_20151112_154251_cell_196.png
7812,C119P80ThinF_IMG_20151002_123043_cell_110.png
7813,C116P77ThinF_IMG_20150930_171844_cell_70.png
7814,C217ThinF_IMG_20151106_141135_cell_122.png
7815,C203ThinF_IMG_20151029_104112_cell_238.png
7816,C153P114ThinF_IMG_20151115_135746_cell_133.png
7817,C93P54ThinF_IMG_20150821_162901_cell_144.png
7818,C208ThinF_IMG_20151029_155554_cell_151.png
7819,C171P132ThinF_IMG_20151119_153425_cell_170.png
7820,C127P88ThinF_IMG_20151004_111526_cell_82.png
7821,C215ThinF_IMG_20151106_133012_cell_28.png
7822,C240ThinF_IMG_20151127_115247_cell_17.png
7823,C233ThinF_IMG_20151112_161119_cell_257.png
7824,C103P64ThinF_IMG_20150918_164331_cell_27.png
7825,C231ThinF_IMG_20151112_153106_cell_155.png
7826,C101P62ThinF_IMG_20150918_151006_cell_53.png
7827,C89P50ThinF_IMG_20150820_162300_cell_1.png
7828,C79P40ThinF_IMG_20150817_103139_cell_86.png
7829,C129P90ThinF_IMG_20151004_133244_cell_54.png
7830,C115P76ThinF_IMG_20150930_162038_cell_171.png
7831,C82P43ThinF_IMG_20150817_124010_cell_114.png
7832,C233ThinF_IMG_20151112_160059_cell_91.png
7833,C181P142ThinF_IMG_20151127_155722_cell_155.png
7834,C159P120ThinF_IMG_20151115_190002_cell_77.png
7835,C131P92ThinF_IMG_20151004_145410_cell_20.png
7836,C220ThinF_IMG_20151106_154339_cell_188.png
7837,C231ThinF_IMG_20151112_153106_cell_175.png
7838,C219ThinF_IMG_20151106_145927_cell_196.png
7839,C142P103ThinF_IMG_20151005_221115_cell_11.png
7840,C140P101ThinF_IMG_20151005_211530_cell_125.png
7841,C4thin_original_IMG_20150608_165540_cell_50.png
7842,C87P48ThinF_IMG_20150820_132514_cell_110.png
7843,C76P37ThinF_IMG_20150815_165356_cell_60.png
7844,C52P13thinF_IMG_20150725_125213_cell_98.png
7845,C210ThinF_IMG_20151029_162605_cell_193.png
7846,C180P141NThinF_IMG_20151201_163751_cell_62.png
7847,C134P95ThinF_IMG_20151005_122552_cell_95.png
7848,C204ThinF_IMG_20151029_110627_cell_4.png
7849,C107P68ThinF_IMG_20150924_221909_cell_83.png
7850,C150P111ThinF_IMG_20151115_120244_cell_11.png
7851,C228ThinF_IMG_20151112_142216_cell_148.png
7852,C212ThinF_IMG_20151106_110230_cell_96.png
7853,C130P91ThinF_IMG_20151004_141341_cell_66.png
7854,C203ThinF_IMG_20151029_102123_cell_168.png
7855,C128P89ThinF_IMG_20151004_130810_cell_74.png
7856,C186P147NThinF_IMG_20151203_150322_cell_20.png
7857,C85P46ThinF_IMG_20150820_110040_cell_157.png
7858,C81P42ThinF_IMG_20150817_120524_cell_40.png
7859,C65P26N_ThinF_IMG_20150818_154326_cell_94.png
7860,C77P38ThinF_IMG_20150601_155125_cell_129.png
7861,C209ThinF_IMG_20151029_160857_cell_210.png
7862,C223ThinF_IMG_20151112_104708_cell_33.png
7863,C136P97ThinF_IMG_20151005_141321_cell_43.png
7864,C134P95ThinF_IMG_20151005_122552_cell_22.png
7865,C188P149ThinF_IMG_20151203_134449_cell_92.png
7866,C151P112ThinF_IMG_20151115_121644_cell_156.png
7867,C231ThinF_IMG_20151112_152234_cell_207.png
7868,C55P16thinF_IMG_20150728_123510_cell_92.png
7869,C143P104ThinF_IMG_20151005_225454_cell_59.png
7870,C69P30N_ThinF_IMG_20150819_135613_cell_102.png
7871,C61P22N_ThinF_IMG_20150818_112704_cell_209.png
7872,C92P53ThinF_IMG_20150821_151224_cell_201.png
7873,C228ThinF_IMG_20151112_142730_cell_142.png
7874,C103P64ThinF_IMG_20150918_165016_cell_84.png
7875,C133P94ThinF_IMG_20151004_154351_cell_58.png
7876,C233ThinF_IMG_20151112_160129_cell_216.png
7877,C153P114ThinF_IMG_20151115_140242_cell_64.png
7878,C144P105ThinF_IMG_20151015_163142_cell_172.png
7879,C13NThinF_IMG_20150614_131457_cell_30.png
7880,C158P119ThinF_IMG_20151115_183157_cell_166.png
7881,C208ThinF_IMG_20151029_155827_cell_90.png
7882,C126P87ThinF_IMG_20151004_105342_cell_32.png
7883,C59P20thinF_IMG_20150803_113051_cell_46.png
7884,C87P48ThinF_IMG_20150820_132514_cell_150.png
7885,C153P114ThinF_IMG_20151115_135911_cell_19.png
7886,C47P8thinOriginalOlympusCX21_IMG_20150717_174844_cell_165.png
7887,C201ThinF_IMG_20150930_142848_cell_186.png
7888,C174P135NThinF_IMG_20151127_135311_cell_122.png
7889,C136P97ThinF_IMG_20151005_141946_cell_53.png
7890,C229ThinF_IMG_20151112_144613_cell_9.png
7891,C114P75ThinF_IMG_20150930_151150_cell_157.png
7892,C165P126ThinF_IMG_20151117_173346_cell_25.png
7893,C232ThinF_IMG_20151112_154719_cell_26.png
7894,C171P132ThinF_IMG_20151119_152913_cell_95.png
7895,C207ThinF_IMG_20151029_144033_cell_106.png
7896,C155P116ThinF_IMG_20151115_143330_cell_152.png
7897,C91P52ThinF_IMG_20150821_125154_cell_48.png
7898,C42P5thin_original_IMG_20150623_134426_cell_17.png
7899,C72P33_ThinF_IMG_20150815_104045_cell_50.png
7900,C2NThinF_IMG_20150604_115238_cell_133.png
7901,C216ThinF_IMG_20151106_134931_cell_67.png
7902,C1_thinF_IMG_20150604_105100_cell_152.png
7903,C47P8thin_Original_Motic_IMG_20150714_093636_cell_106.png
7904,C61P22N_ThinF_IMG_20150818_112433_cell_152.png
7905,C106P67ThinF_IMG_20150924_103636_cell_108.png
7906,C182P143NThinF_IMG_20151201_171950_cell_93.png
7907,C103P64ThinF_IMG_20150918_165125_cell_121.png
7908,C210ThinF_IMG_20151029_162439_cell_28.png
7909,C205ThinF_IMG_20151106_151800_cell_149.png
7910,C155P116ThinF_IMG_20151115_143156_cell_141.png
7911,C96P57ThinF_IMG_20150824_112132_cell_124.png
7912,C217ThinF_IMG_20151106_141649_cell_117.png
7913,C137P98ThinF_IMG_20151005_161859_cell_21.png
7914,C181P142ThinF_IMG_20151127_155722_cell_11.png
7915,C224ThinF_IMG_20151112_112735_cell_25.png
7916,C98P59ThinF_IMG_20150917_153801_cell_79.png
7917,C3thin_original_IMG_20150608_163002_cell_159.png
7918,C78P39ThinF_IMG_20150606_103459_cell_110.png
7919,C64P25N_ThinF_IMG_20150818_152921_cell_172.png
7920,C160P121ThinF_IMG_20151116_093704_cell_42.png
7921,C145P106ThinF_IMG_20151016_154844_cell_72.png
7922,C114P75ThinF_IMG_20150930_150555_cell_6.png
7923,C202ThinF_IMG_20151015_152701_cell_280.png
7924,C109P70ThinF_IMG_20150930_103214_cell_151.png
7925,C128P89ThinF_IMG_20151004_130810_cell_93.png
7926,C42P5thin_original_IMG_20150623_134426_cell_25.png
7927,C178P139NThinF_IMG_20151201_154524_cell_46.png
7928,C159P120ThinF_IMG_20151115_191301_cell_34.png
7929,C237ThinF_IMG_20151127_104844_cell_138.png
7930,C77P38ThinF_IMG_20150601_155125_cell_75.png
7931,C89P50ThinF_IMG_20150820_162504_cell_28.png
7932,C170P131ThinF_IMG_20151119_120233_cell_120.png
7933,C113P74ThinF_IMG_20150930_134355_cell_155.png
7934,C231ThinF_IMG_20151112_153041_cell_35.png
7935,C122P83ThinF_IMG_20151002_144610_cell_38.png
7936,C223ThinF_IMG_20151112_104118_cell_57.png
7937,C213ThinF_IMG_20151106_112853_cell_178.png
7938,C216ThinF_IMG_20151106_135337_cell_223.png
7939,C53P14thinF_IMG_20150726_114439_cell_133.png
7940,C87P48ThinF_IMG_20150820_132642_cell_94.png
7941,C130P91ThinF_IMG_20151004_141825_cell_60.png
7942,C118P79ThinF_IMG_20151002_105125_cell_135.png
7943,C180P141NThinF_IMG_20151201_165601_cell_104.png
7944,C93P54ThinF_IMG_20150821_163815_cell_209.png
7945,C106P67ThinF_IMG_20150924_103811_cell_56.png
7946,C75P36_ThinF_IMG_20150815_163015_cell_58.png
7947,C166P127ThinF_IMG_20151117_193931_cell_3.png
7948,C67P28N_ThinF_IMG_20150819_121053_cell_140.png
7949,C69P30N_ThinF_IMG_20150819_135705_cell_108.png
7950,C175P136NThinF_IMG_20151127_141325_cell_187.png
7951,C204ThinF_IMG_20151029_110834_cell_213.png
7952,C164P125ThinF_IMG_20151116_115112_cell_71.png
7953,C57P18thinF_IMG_20150729_110457_cell_134.png
7954,C58P19thinF_IMG_20150802_122215_cell_67.png
7955,C132P93ThinF_IMG_20151004_152257_cell_87.png
7956,C184P145ThinF_IMG_20151203_103326_cell_2.png
7957,C206ThinF_IMG_20151029_140538_cell_168.png
7958,C148P109ThinF_IMG_20151115_112445_cell_66.png
7959,C160P121ThinF_IMG_20151116_093748_cell_32.png
7960,C115P76ThinF_IMG_20150930_163018_cell_221.png
7961,C121P82ThinF_IMG_20151002_134953_cell_65.png
7962,C241NThinF_IMG_20151207_124608_cell_40.png
7963,C187P148NThinF_IMG_20151203_153410_cell_104.png
7964,C51AP12thinF_IMG_20150724_155947_cell_86.png
7965,C106P67ThinF_IMG_20150924_103636_cell_99.png
7966,C108P69ThinF_IMG_20150924_224909_cell_15.png
7967,C65P26N_ThinF_IMG_20150818_154326_cell_108.png
7968,C155P116ThinF_IMG_20151115_143051_cell_26.png
7969,C71P32_ThinF_IMG_20150813_162146_cell_31.png
